from	target_from
chr10:131339343-131339843	.
chr10:131412361-131413045	.
chr10:13142081-13180276	OPTN
chr10:131506183-131506773	.
chr10:131518086-131518586	.
chr10:131555365-131556063	.
chr10:13163060-13163951	.
chr10:131697038-131697538	.
chr10:131769847-131770347	.
chr10:131934638-131977932	GLRX3
chr10:131988379-131989228	.
chr10:13248488-13248988	.
chr10:13268430-13269172	.
chr10:13274199-13274699	.
chr10:132863806-132864636	.
chr10:132890654-133109984	TCERG1L
chr10:132893480-132894040	TCERG1L-AS1
chr10:132907827-132908327	.
chr10:132930255-132931058	.
chr10:132944939-132945439	.
chr10:132975822-132976497	.
chr10:13318926-13319563	.
chr10:133194689-133195614	.
chr10:13319795-13342130	PHYH
chr10:133223948-133225173	.
chr10:133251316-133252816	.
chr10:13343588-13344723	.
chr10:133558576-133559385	.
chr10:13359437-13390298	SEPHS1
chr10:133747959-133773338	PPP2R2D
chr10:133759900-133760400	.
chr10:133781186-133795517	BNIP3
chr10:133793199-133793879	.
chr10:133794147-133794860	.
chr10:133794878-133795804	.
chr10:133811136-133811983	.
chr10:133815029-133815804	.
chr10:133836493-133837551	.
chr10:133849569-133850069	.
chr10:133878877-133879720	.
chr10:133879470-133998313	JAKMIP3
chr10:133999013-133999513	.
chr10:134000413-134019280	DPYSL4
chr10:134020985-134145379	STK32C
chr10:134121138-134122288	.
chr10:134144706-134145911	.
chr10:134145613-134195010	LRRC27
chr10:134210701-134231358	PWWP2B
chr10:134221251-134222330	.
chr10:134257019-134258015	.
chr10:134260186-134260686	.
chr10:134261103-134261744	.
chr10:134266191-134266927	.
chr10:134267096-134267721	.
chr10:134271819-134272457	.
chr10:134277587-134278341	.
chr10:134282957-134283457	.
chr10:134295462-134296488	.
chr10:134296835-134297335	.
chr10:134306016-134306779	.
chr10:134320129-134320836	.
chr10:134328541-134329041	.
chr10:134330510-134331180	.
chr10:134331953-134332841	.
chr10:134333905-134334471	.
chr10:134340806-134341306	.
chr10:134341601-134342334	.
chr10:134350363-134351532	.
chr10:134351282-134596984	INPP5A
chr10:134373584-134374084	.
chr10:134385370-134385870	.
chr10:134388677-134389370	.
chr10:134401665-134402165	.
chr10:134419187-134419687	.
chr10:134419772-134420895	.
chr10:134426022-134426522	.
chr10:134441129-134441956	.
chr10:134444404-134445348	.
chr10:134461737-134462344	.
chr10:134467546-134468046	.
chr10:134468149-134468649	.
chr10:134513675-134514398	.
chr10:134724840-134725340	.
chr10:134774843-134775741	LINC01167
chr10:13480483-13544976	BEND7
chr10:134807830-134808330	.
chr10:134836160-134836725	.
chr10:134972278-134973394	.
chr10:134973957-134994342	KNDC1
chr10:134980185-134980685	.
chr10:135037802-135039007	.
chr10:135059280-135059780	.
chr10:135059982-135061389	MIR202HG
chr10:135063476-135063976	.
chr10:135065320-135065820	.
chr10:135067011-135067511	.
chr10:135067839-135068339	.
chr10:135070875-135071691	.
chr10:135072607-135073107	.
chr10:135074850-135076294	.
chr10:135075919-135090407	ADAM8
chr10:135092133-135122660	TUBGCP2
chr10:135122392-135126666	ZNF511
chr10:135168657-135171529	FUOM
chr10:135175986-135186908	ECHS1
chr10:135192740-135205200	PAOX
chr10:135207620-135234174	MTG1
chr10:135333548-135334315	.
chr10:13534715-13535215	.
chr10:135367403-135381779	SYCE1
chr10:135378868-135379368	.
chr10:13568998-13569498	.
chr10:13569738-13570238	.
chr10:13570826-13571656	.
chr10:13628938-13672868	PRPF18
chr10:13685705-14372883	FRMD4A
chr10:13726262-13726829	.
chr10:13727060-13727560	.
chr10:13749049-13750066	.
chr10:13754757-13755257	.
chr10:13759825-13760826	.
chr10:13761359-13761959	.
chr10:13766354-13766938	.
chr10:13768114-13768614	.
chr10:13798971-13799908	.
chr10:13829719-13830219	.
chr10:13858550-13859050	.
chr10:13924153-13924653	.
chr10:13932629-13933129	.
chr10:13934519-13935019	.
chr10:13998628-13999385	.
chr10:14082240-14082740	.
chr10:14083080-14083867	.
chr10:14116282-14129878	LOC101928453
chr10:14135658-14136158	.
chr10:14289517-14290202	.
chr10:14302147-14302914	.
chr10:14319980-14320886	.
chr10:14446967-14447599	.
chr10:14495474-14496193	.
chr10:14520559-14521059	.
chr10:14528670-14530017	.
chr10:14540877-14541377	.
chr10:14560555-14614188	FAM107B
chr10:14584949-14585805	.
chr10:14646034-14646774	.
chr10:14646809-14647309	.
chr10:14690072-14690646	.
chr10:14695578-14696290	.
chr10:14778554-14779218	.
chr10:14861250-14879983	CDNF
chr10:14879180-14880747	.
chr10:14880158-14888998	HSPA14
chr10:14919649-14921291	.
chr10:14920781-14946304	SUV39H2
chr10:15001000-15002295	.
chr10:15057070-15130775	ACBD7-DCLRE1CP1
chr10:15126309-15126976	.
chr10:15138360-15139844	.
chr10:15139178-15146256	RPP38
chr10:15147770-15210695	NMT2
chr10:15209509-15210270	.
chr10:15210299-15211870	.
chr10:15253643-15413058	FAM171A1
chr10:15303983-15304483	.
chr10:15363485-15364532	.
chr10:15388352-15388923	.
chr10:15427799-15428299	.
chr10:15469793-15470293	.
chr10:15476011-15476511	.
chr10:15480966-15482070	.
chr10:15555947-15762334	ITGA8
chr10:15666764-15667395	.
chr10:15686938-15687438	.
chr10:15780068-15781144	.
chr10:15781377-15781877	.
chr10:15787600-15788282	.
chr10:15796848-15797489	.
chr10:15820167-15902532	MINDY3
chr10:15822281-15822781	.
chr10:15831670-15832573	.
chr10:15833738-15834485	.
chr10:15901924-15902782	.
chr10:16478941-16555744	PTER
chr10:16632616-16859453	RSU1
chr10:16819367-16820140	.
chr10:16869971-16871396	.
chr10:16874633-16875133	.
chr10:16884929-16885811	.
chr10:16894409-16894999	.
chr10:16975660-16976831	.
chr10:16985235-16985735	.
chr10:16986131-16986719	.
chr10:16993021-16993521	.
chr10:17007962-17008462	.
chr10:17009111-17009611	.
chr10:17010122-17010822	.
chr10:17012403-17012903	.
chr10:17028633-17030243	.
chr10:17037910-17038680	.
chr10:17041401-17042398	.
chr10:17043759-17045006	.
chr10:17045100-17045600	.
chr10:17048674-17049174	.
chr10:17049312-17049812	.
chr10:17049850-17050785	.
chr10:17051014-17052427	.
chr10:17071445-17072388	.
chr10:17073615-17074445	.
chr10:17080558-17081413	.
chr10:17100807-17101643	.
chr10:17103962-17105468	.
chr10:17179334-17244070	TRDMT1
chr10:17180284-17181065	.
chr10:17189871-17190473	.
chr10:17212936-17213436	.
chr10:17220535-17221817	.
chr10:17241205-17241978	.
chr10:17242581-17244320	.
chr10:17256237-17268897	VIM-AS1
chr10:17257027-17257527	.
chr10:17258101-17258899	.
chr10:17269430-17271453	.
chr10:17270257-17279592	VIM
chr10:17271954-17273068	.
chr10:17275527-17276027	.
chr10:17390469-17391397	.
chr10:17426049-17426863	.
chr10:17472674-17473174	.
chr10:17631957-17659373	HACD1
chr10:17683282-17685917	STAM-AS1
chr10:17685140-17686900	.
chr10:17686123-17758821	STAM
chr10:180173-181552	.
chr10:180423-300577	ZMYND11
chr10:181558-182470	.
chr10:18348168-18349600	.
chr10:18393141-18393641	.
chr10:18428976-18430324	.
chr10:18468734-18469234	.
chr10:18476347-18476967	.
chr10:18483418-18484028	.
chr10:18484262-18484762	.
chr10:18485945-18486445	.
chr10:18503821-18505076	.
chr10:18513771-18514415	.
chr10:18527561-18528260	.
chr10:18528794-18529805	.
chr10:18549583-18830688	CACNB2
chr10:18593283-18593783	.
chr10:18597338-18597838	.
chr10:18601173-18602069	.
chr10:18622128-18623378	.
chr10:18623379-18623879	.
chr10:18629076-18630010	.
chr10:18667609-18668321	.
chr10:18762238-18763167	.
chr10:18834135-18940566	NSUN6
chr10:18915808-18917029	.
chr10:18948312-18966940	ARL5B
chr10:19866615-19867342	.
chr10:19918389-19918969	.
chr10:19926852-19928160	.
chr10:20008148-20008779	.
chr10:20105371-20578784	PLXDC2
chr10:20115665-20116165	.
chr10:20117282-20117875	.
chr10:20219934-20221134	.
chr10:20275315-20275815	.
chr10:20292450-20293107	.
chr10:20294998-20295585	.
chr10:20347874-20348506	.
chr10:20542841-20543532	.
chr10:20840951-20841740	.
chr10:21058411-21058911	.
chr10:21068902-21463116	NEBL
chr10:21284533-21285237	.
chr10:21367556-21368056	.
chr10:21530050-21530722	.
chr10:21558815-21559315	.
chr10:21567586-21568376	.
chr10:21580255-21580755	.
chr10:21581435-21582623	.
chr10:21602903-21603737	.
chr10:21603790-21605265	.
chr10:21623818-21624614	.
chr10:21625645-21626248	.
chr10:21638522-21639535	.
chr10:21651979-21653028	.
chr10:21653223-21654208	.
chr10:21657847-21658347	.
chr10:21658605-21659105	.
chr10:21661724-21662224	.
chr10:21783420-21786213	CASC10
chr10:21798247-21799834	.
chr10:21799878-21800378	.
chr10:21803544-21804044	.
chr10:21804903-21806769	.
chr10:21806847-21808395	.
chr10:21808946-21809446	.
chr10:21812486-21812986	.
chr10:21822279-21824818	.
chr10:21823100-22032559	MLLT10
chr10:21861352-21862013	.
chr10:21915595-21916203	.
chr10:21983538-21984205	.
chr10:22013011-22014243	.
chr10:22020885-22021687	.
chr10:22045476-22292650	DNAJC1
chr10:22274349-22274849	.
chr10:22278234-22278942	.
chr10:22291383-22292969	.
chr10:22422370-22423175	.
chr10:22517859-22519936	.
chr10:22541000-22547477	LOC100130992
chr10:22605311-22609246	COMMD3
chr10:22605311-22620414	COMMD3-BMI1
chr10:22610138-22620414	BMI1
chr10:22629052-22630780	.
chr10:22724353-22726858	LOC100499489
chr10:22823765-23003503	PIP4K2A
chr10:22842948-22844096	.
chr10:22904588-22905088	.
chr10:22907041-22907541	.
chr10:22908958-22909840	.
chr10:22913243-22913743	.
chr10:22919320-22919913	.
chr10:22991163-22991663	.
chr10:23138178-23138678	.
chr10:23370080-23370580	.
chr10:23383718-23384677	.
chr10:23384426-23410942	MSRB2
chr10:23632508-23634022	.
chr10:23636365-23636982	.
chr10:23726999-23728562	.
chr10:23728197-23731310	OTUD1
chr10:23729071-23729952	.
chr10:24283342-24283923	.
chr10:24497719-24836777	KIAA1217
chr10:24545328-24545828	.
chr10:24552023-24552642	.
chr10:24638523-24639108	.
chr10:24642209-24642709	.
chr10:24649394-24649894	.
chr10:24704628-24705637	.
chr10:24705866-24706366	.
chr10:24737910-24738619	.
chr10:24807424-24808360	.
chr10:24872537-25012597	ARHGAP21
chr10:24980023-24980523	.
chr10:24992596-24993096	.
chr10:25011668-25014148	.
chr10:25114613-25115389	.
chr10:25137535-25241573	PRTFDC1
chr10:25156035-25156777	.
chr10:25158282-25158782	.
chr10:25159848-25160348	.
chr10:25160913-25161413	.
chr10:25162107-25162900	.
chr10:25189876-25190483	.
chr10:25190742-25191490	.
chr10:25202605-25203569	.
chr10:25210070-25210726	.
chr10:25217807-25218543	.
chr10:25263793-25264413	.
chr10:25304835-25306224	.
chr10:25305507-25315593	THNSL1
chr10:25336875-25337847	.
chr10:25351073-25351860	.
chr10:25369851-25370531	.
chr10:25371608-25372108	.
chr10:2696948-2697448	.
chr10:26986352-27035726	PDSS1
chr10:27035524-27150016	ABI1
chr10:27093849-27094349	.
chr10:27293044-27389427	ANKRD26
chr10:27399039-27443349	YME1L1
chr10:27443752-27476882	MASTL
chr10:27484142-27529808	ACBD5
chr10:27529021-27530106	.
chr10:27734930-27735430	.
chr10:27792670-27793712	.
chr10:27793102-27831166	RAB18
chr10:27909453-27910550	.
chr10:27917399-27918046	.
chr10:27933380-27934129	.
chr10:27961802-28034778	MKX
chr10:27968321-27968821	.
chr10:27968828-27969472	.
chr10:27985300-27985800	.
chr10:27987810-27988310	.
chr10:27988587-27989087	.
chr10:27989902-27990402	.
chr10:27990869-27991369	.
chr10:27991484-27991984	.
chr10:28002769-28003527	.
chr10:28012394-28012894	.
chr10:28013049-28013663	.
chr10:28013798-28015612	.
chr10:28015962-28016462	.
chr10:28016787-28017287	.
chr10:28030792-28031533	.
chr10:28031831-28034239	.
chr10:28033543-28056728	MKX-AS1
chr10:28034528-28035405	.
chr10:28093387-28093887	.
chr10:28100246-28101157	.
chr10:28101092-28287979	ARMC4
chr10:28117913-28118413	.
chr10:28126829-28127720	.
chr10:28286918-28288229	.
chr10:28339922-28591995	MPP7
chr10:28343065-28343679	.
chr10:28408737-28409743	.
chr10:28414442-28415269	.
chr10:28460157-28461274	.
chr10:28467180-28467750	.
chr10:28467952-28468870	.
chr10:28583891-28584685	.
chr10:28591186-28592488	.
chr10:28615252-28616310	.
chr10:28682696-28683320	.
chr10:28721021-28721521	.
chr10:28808845-28821283	WAC-AS1
chr10:28821033-28823274	.
chr10:28822420-28912041	WAC
chr10:28875763-28877214	.
chr10:28894028-28894528	.
chr10:28916893-28917493	.
chr10:28966423-28971868	BAMBI
chr10:28992547-28993752	.
chr10:29003444-29003944	.
chr10:29010797-29011934	.
chr10:29018998-29019805	.
chr10:29023870-29024574	.
chr10:29086670-29087296	.
chr10:29089006-29089506	.
chr10:29095087-29097118	.
chr10:29111725-29112382	.
chr10:29112453-29112953	.
chr10:29128442-29129443	.
chr10:29141604-29142879	.
chr10:29149248-29149748	.
chr10:29168679-29169343	.
chr10:29186479-29187453	.
chr10:29273230-29273799	.
chr10:29346587-29347272	.
chr10:29348879-29349379	.
chr10:29353092-29354153	.
chr10:29356068-29356568	.
chr10:29421369-29421982	.
chr10:29529811-29530486	.
chr10:29545926-29546426	.
chr10:29546630-29547130	.
chr10:29593415-29594373	.
chr10:29611684-29612184	.
chr10:29641876-29643275	.
chr10:29666239-29666739	.
chr10:29674009-29674509	.
chr10:29678818-29679318	.
chr10:29698462-29758059	SVIL-AS1
chr10:29724595-29725210	.
chr10:29737874-29738374	.
chr10:29746276-30024730	SVIL
chr10:29758712-29759212	.
chr10:29760304-29760804	.
chr10:29810871-29812016	.
chr10:29823905-29824859	.
chr10:29887515-29888420	.
chr10:29901082-29902036	.
chr10:29906800-29908008	.
chr10:29908022-29908522	.
chr10:29909993-29910493	.
chr10:29931874-29932374	.
chr10:29932500-29933165	.
chr10:29935089-29936611	.
chr10:29936852-29937529	.
chr10:29937742-29938242	.
chr10:29946377-29947364	.
chr10:29947864-29948985	.
chr10:29977152-29977652	.
chr10:29980342-29981595	.
chr10:29991709-29992857	.
chr10:30002784-30003835	.
chr10:30010999-30011906	.
chr10:30023470-30026536	.
chr10:30029723-30030893	.
chr10:30073215-30073852	.
chr10:30094996-30095496	.
chr10:30100392-30101419	.
chr10:30126050-30126872	.
chr10:30127411-30128552	.
chr10:30138327-30138931	.
chr10:30147314-30147814	.
chr10:30169980-30171075	.
chr10:30184272-30185299	.
chr10:30235160-30236518	.
chr10:30238000-30239060	.
chr10:30251031-30251826	.
chr10:30257120-30257620	.
chr10:30267713-30268707	.
chr10:30281794-30282966	.
chr10:30289508-30290435	.
chr10:30301728-30348488	KIAA1462
chr10:30302560-30303060	.
chr10:30304673-30305262	.
chr10:30316637-30317635	.
chr10:30430229-30430902	.
chr10:30473255-30473883	.
chr10:30504298-30505038	.
chr10:30598729-30638267	MTPAP
chr10:30656890-30657390	.
chr10:30673664-30674164	.
chr10:30722949-30750762	MAP3K8
chr10:30743359-30744192	.
chr10:30744500-30745000	.
chr10:30745150-30745650	.
chr10:30842414-30843820	.
chr10:3085573-3086176	.
chr10:30872565-30873465	.
chr10:3087330-3088476	.
chr10:3102038-3102538	.
chr10:31072743-31075072	.
chr10:3107833-3109151	.
chr10:31092258-31093458	.
chr10:3109711-3178997	PFKP
chr10:31100594-31101805	.
chr10:3110217-3110972	.
chr10:31102922-31103599	.
chr10:31106815-31107315	.
chr10:31108435-31109912	.
chr10:31121896-31122597	.
chr10:31133564-31320866	ZNF438
chr10:3122744-3123244	.
chr10:31228637-31229629	.
chr10:31269729-31270312	.
chr10:3128153-3128653	.
chr10:31319564-31321659	.
chr10:3133077-3133577	.
chr10:31353218-31353718	.
chr10:3137424-3138298	.
chr10:31387893-31388605	.
chr10:31418104-31418732	.
chr10:31422511-31424064	.
chr10:31435283-31435899	.
chr10:31446355-31446855	.
chr10:31550413-31551452	.
chr10:31551520-31552240	.
chr10:31605456-31608024	ZEB1-AS1
chr10:31608100-31818742	ZEB1
chr10:31608705-31610343	.
chr10:31715332-31715832	.
chr10:3179918-3215033	PITRM1
chr10:31891283-31893121	.
chr10:31945954-31946891	.
chr10:31986011-31987860	.
chr10:31996192-31997884	.
chr10:32011920-32012756	.
chr10:320129-735608	DIP2C
chr10:32038889-32039795	.
chr10:32094325-32217804	ARHGAP12
chr10:32097253-32098220	.
chr10:3214253-3216140	.
chr10:32201811-32202638	.
chr10:32216460-32219127	.
chr10:32235977-32237205	.
chr10:32297937-32345371	KIF5B
chr10:3239278-3239977	.
chr10:32428089-32428710	.
chr10:32437976-32438850	.
chr10:32468723-32469953	.
chr10:32479744-32480244	.
chr10:32556643-32636146	EPC1
chr10:32634807-32636613	.
chr10:32636291-32663416	LOC102031319
chr10:32656209-32657178	.
chr10:32667472-32667972	.
chr10:32668167-32669190	.
chr10:32682754-32683254	.
chr10:3269151-3270402	.
chr10:32706535-32707490	.
chr10:32723296-32734984	LOC101929431
chr10:33189245-33247293	ITGB1
chr10:33227599-33228099	.
chr10:33230222-33230722	.
chr10:33250777-33251412	.
chr10:33269145-33270044	.
chr10:33270700-33271200	.
chr10:33294056-33295064	.
chr10:33297573-33298073	.
chr10:33318824-33319430	.
chr10:33399793-33400356	.
chr10:33401982-33402482	.
chr10:33403528-33404028	.
chr10:33405079-33405579	.
chr10:33431270-33431770	.
chr10:33432136-33432636	.
chr10:33466418-33623833	NRP1
chr10:33467080-33467580	.
chr10:33468224-33468724	.
chr10:33482213-33483530	.
chr10:33485894-33486509	.
chr10:33487478-33487978	.
